"filename", "language", "Batch", "Python", "Markdown", "JSON", "JavaScript", "PostCSS", "HTML", "XML", "pip requirements", "comment", "blank", "total"
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\unusable_password_field.js", "JavaScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 1, 30
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\urlify.js", "JavaScript", 0, 0, 0, 0, 159, 0, 0, 0, 0, 5, 6, 170
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\jquery\jquery.js", "JavaScript", 0, 0, 0, 0, 6767, 0, 0, 0, 0, 1887, 2063, 10717
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\jquery\jquery.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\LICENSE.md", "Markdown", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\af.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ar.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\az.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\bg.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\bn.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\bs.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ca.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\cs.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\da.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\de.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\dsb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\el.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\en.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\es.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\et.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\eu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\fa.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\fi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\fr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\gl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\he.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\hi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\hr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\hsb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\hu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\hy.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\id.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\is.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\it.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ja.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ka.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\km.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ko.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\lt.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\lv.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\mk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ms.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\nb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ne.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\nl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\pl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ps.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\pt-BR.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\pt.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ro.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\ru.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\sk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\sl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\sq.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\sr-Cyrl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\sr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\sv.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\th.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\tk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\tr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\uk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\vi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\zh-CN.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\i18n\zh-TW.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\select2.full.js", "JavaScript", 0, 0, 0, 0, 5102, 0, 0, 0, 0, 384, 1335, 6821
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\select2\select2.full.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\xregexp\xregexp.js", "JavaScript", 0, 0, 0, 0, 3817, 0, 0, 0, 0, 1303, 1007, 6127
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\admin\js\vendor\xregexp\xregexp.min.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 13, 1, 18
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\css\bootstrap-theme.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\css\bootstrap-tweaks.css", "PostCSS", 0, 0, 0, 0, 0, 177, 0, 0, 0, 15, 46, 238
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\css\bootstrap.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\css\default.css", "PostCSS", 0, 0, 0, 0, 0, 62, 0, 0, 0, 3, 18, 83
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\css\font-awesome-4.0.3.css", "PostCSS", 0, 0, 0, 0, 0, 1329, 0, 0, 0, 9, 1, 1339
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\css\prettify.css", "PostCSS", 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 2, 30
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\docs\css\base.css", "PostCSS", 0, 0, 0, 0, 0, 291, 0, 0, 0, 4, 65, 360
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\docs\css\highlight.css", "PostCSS", 0, 0, 0, 0, 0, 101, 0, 0, 0, 6, 19, 126
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\docs\css\jquery.json-view.min.css", "PostCSS", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 11
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\docs\js\api.js", "JavaScript", 0, 0, 0, 0, 259, 0, 0, 0, 0, 20, 37, 316
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\docs\js\highlight.pack.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\docs\js\jquery.json-view.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 7
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\fonts\fontawesome-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 1, 415
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\fonts\glyphicons-halflings-regular.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 1, 289
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\ajax-form.js", "JavaScript", 0, 0, 0, 0, 95, 0, 0, 0, 0, 16, 23, 134
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 6
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\coreapi-0.1.1.js", "JavaScript", 0, 0, 0, 0, 1537, 0, 0, 0, 0, 219, 287, 2043
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\csrf.js", "JavaScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 9, 10, 54
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\default.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 6, 10, 48
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\jquery-3.7.1.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\load-ajax-form.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\staticfiles\rest_framework\js\prettify-min.js", "JavaScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\about.html", "HTML", 0, 0, 0, 0, 0, 0, 294, 0, 0, 7, 25, 326
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\base.html", "HTML", 0, 0, 0, 0, 0, 0, 181, 0, 0, 3, 23, 207
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\booking_create.html", "HTML", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 17, 127
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\my_bookings.html", "HTML", 0, 0, 0, 0, 0, 0, 208, 0, 0, 43, 40, 291
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\my_favourites.html", "HTML", 0, 0, 0, 0, 0, 0, 114, 0, 0, 27, 22, 163
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\my_reviews.html", "HTML", 0, 0, 0, 0, 0, 0, 47, 0, 0, 1, 5, 53
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\post_create.html", "HTML", 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 16, 129
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\post_detail.html", "HTML", 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 24, 159
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\profile.html", "HTML", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 1, 63
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\script_create.html", "HTML", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 15, 146
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\script_detail.html", "HTML", 0, 0, 0, 0, 0, 0, 242, 0, 0, 6, 24, 272
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\store_create.html", "HTML", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 14, 146
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\booking\store_detail.html", "HTML", 0, 0, 0, 0, 0, 0, 122, 0, 0, 5, 16, 143
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\community.html", "HTML", 0, 0, 0, 0, 0, 0, 210, 0, 0, 16, 30, 256
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\index.html", "HTML", 0, 0, 0, 0, 0, 0, 242, 0, 0, 11, 27, 280
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\jvbenku.html", "HTML", 0, 0, 0, 0, 0, 0, 650, 0, 0, 19, 58, 727
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\login.html", "HTML", 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 28, 243
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\register.html", "HTML", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 18, 165
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\templates\stores.html", "HTML", 0, 0, 0, 0, 0, 0, 247, 0, 0, 2, 32, 281
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\admin.py", "Python", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\apps.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\models.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\serializers.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\tests.py", "Python", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\urls.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\MUST_proj\SW_management\SmErRecommendation-master-v3\SmErRecommendation-master-v3\users\views.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"Total", "-", 34, 5002, 272, 40, 19908, 6028, 3602, 880, 17, 5344, 7761, 48888